pbid	count_fl	count_nfl	count_nfl_amb	abundance_fl	abundance_nfl	abundance_nfl_amb
PB.2612.6	0	0	1.28333333333	0.0	0.0	2.42505325669e-06
PB.6280.5	0	0	1.08333333333	0.0	0.0	2.04712287902e-06
PB.3619.8	1	2	2.60277777778	1.88965188833e-06	3.77930377666e-06	4.91834394268e-06
PB.3619.9	24	28	35.4388888889	4.53516453199e-05	5.29102528732e-05	6.69671633092e-05
PB.1814.1	0	1	1.83333333333	0.0	1.88965188833e-06	3.46436179527e-06
PB.3619.2	1	1	6.96944444444	1.88965188833e-06	1.88965188833e-06	1.3169823855e-05
PB.3619.3	3	6	8.56111111111	5.66895566499e-06	1.133791133e-05	1.61775197773e-05
PB.3619.1	13	24	28.8	2.45654745483e-05	4.53516453199e-05	5.44219743839e-05
PB.3619.6	1	8	11.5555555556	1.88965188833e-06	1.51172151066e-05	2.18359773762e-05
PB.5026.1	13	17	17	2.45654745483e-05	3.21240821016e-05	3.21240821016e-05
PB.3619.4	0	0	0.2	0.0	0.0	3.77930377666e-07
PB.5172.1	3	5	6.0	5.66895566499e-06	9.44825944165e-06	1.133791133e-05
PB.2579.1	6	9	9.5	1.133791133e-05	1.7006866995e-05	1.79516929391e-05
PB.2579.2	0	1	1.5	0.0	1.88965188833e-06	2.83447783249e-06
PB.5906.2	0	1	1	0.0	1.88965188833e-06	1.88965188833e-06
PB.6280.4	1	1	1.83333333333	1.88965188833e-06	1.88965188833e-06	3.46436179527e-06
PB.4661.2	0	0	4.0	0.0	0.0	7.55860755332e-06
PB.4661.1	16	27	31.0	3.02344302133e-05	5.10206009849e-05	5.85792085382e-05
PB.1039.1	0	0	0.92619047619	0.0	0.0	1.75017758229e-06
PB.1039.2	0	3	9.01785714286	0.0	5.66895566499e-06	1.70406107787e-05
PB.1039.3	0	0	1.05119047619	0.0	0.0	1.98638406833e-06
PB.1039.4	22	25	30.6345238095	4.15723415432e-05	4.72412972082e-05	5.78885857647e-05
PB.1039.5	0	2	3.92619047619	0.0	3.77930377666e-06	7.41913324727e-06
PB.1039.6	2	2	4.13452380952	3.77930377666e-06	3.77930377666e-06	7.81281072401e-06
PB.2114.2	1	1	3.0	1.88965188833e-06	1.88965188833e-06	5.66895566499e-06
PB.287.3	3	5	6.16666666667	5.66895566499e-06	9.44825944165e-06	1.16528533114e-05
PB.287.2	0	0	0.666666666667	0.0	0.0	1.25976792555e-06
PB.287.1	1	1	2.16666666667	1.88965188833e-06	1.88965188833e-06	4.09424575805e-06
PB.2114.1	9	12	14.0	1.7006866995e-05	2.26758226599e-05	2.64551264366e-05
PB.7582.1	24	38	38.5	4.53516453199e-05	7.18067717565e-05	7.27515977007e-05
PB.7582.3	0	1	1	0.0	1.88965188833e-06	1.88965188833e-06
PB.7582.2	1	1	1.5	1.88965188833e-06	1.88965188833e-06	2.83447783249e-06
PB.2612.4	25	43	49.2928571429	4.72412972082e-05	8.12550311982e-05	9.31463405811e-05
PB.6226.1	2	4	4	3.77930377666e-06	7.55860755332e-06	7.55860755332e-06
PB.6842.1	2	2	2	3.77930377666e-06	3.77930377666e-06	3.77930377666e-06
PB.2300.1	14	58	78.0	2.64551264366e-05	0.000109599809523	0.00014739284729
PB.6140.1	1	1	1	1.88965188833e-06	1.88965188833e-06	1.88965188833e-06
PB.2730.1	27	63	65.0	5.10206009849e-05	0.000119048068965	0.000122827372741
PB.5363.2	0	0	2.0	0.0	0.0	3.77930377666e-06
PB.6333.1	8	10	12.3333333333	1.51172151066e-05	1.88965188833e-05	2.33057066227e-05
PB.297.1	0	1	1	0.0	1.88965188833e-06	1.88965188833e-06
PB.959.1	0	1	2.0	0.0	1.88965188833e-06	3.77930377666e-06
PB.4766.1	3	3	7.5	5.66895566499e-06	5.66895566499e-06	1.41723891625e-05
PB.6903.2	1	2	2.5	1.88965188833e-06	3.77930377666e-06	4.72412972082e-06
PB.1223.1	1	2	2	1.88965188833e-06	3.77930377666e-06	3.77930377666e-06
PB.4800.1	2	4	4	3.77930377666e-06	7.55860755332e-06	7.55860755332e-06
PB.4568.1	4	8	8	7.55860755332e-06	1.51172151066e-05	1.51172151066e-05
PB.5920.1	0	1	1	0.0	1.88965188833e-06	1.88965188833e-06
PB.722.3	0	0	3.33333333333	0.0	0.0	6.29883962776e-06
PB.3289.4	0	0	0.5	0.0	0.0	9.44825944165e-07
PB.722.2	1	1	3.33333333333	1.88965188833e-06	1.88965188833e-06	6.29883962776e-06
PB.4788.1	19	27	27	3.59033858783e-05	5.10206009849e-05	5.10206009849e-05
PB.7717.1	2	4	4	3.77930377666e-06	7.55860755332e-06	7.55860755332e-06
PB.6051.1	1	2	2.83333333333	1.88965188833e-06	3.77930377666e-06	5.3540136836e-06
PB.5266.3	0	3	3.66666666667	0.0	5.66895566499e-06	6.92872359054e-06
PB.2612.3	0	0	3.97619047619	0.0	0.0	7.51361584169e-06
PB.4346.3	0	0	1.16666666667	0.0	0.0	2.20459386972e-06
PB.323.3	0	0	0.666666666667	0.0	0.0	1.25976792555e-06
PB.3639.1	3	3	5.0	5.66895566499e-06	5.66895566499e-06	9.44825944165e-06
PB.4219.1	0	1	1	0.0	1.88965188833e-06	1.88965188833e-06
PB.2238.1	2	3	3	3.77930377666e-06	5.66895566499e-06	5.66895566499e-06
PB.6037.2	1	1	1	1.88965188833e-06	1.88965188833e-06	1.88965188833e-06
PB.515.1	3	4	4	5.66895566499e-06	7.55860755332e-06	7.55860755332e-06
PB.5082.3	0	0	3.58333333333	0.0	0.0	6.77125259985e-06
PB.5082.1	22	41	46.0833333333	4.15723415432e-05	7.74757274215e-05	8.70814578538e-05
PB.7705.2	4	4	7.5	7.55860755332e-06	7.55860755332e-06	1.41723891625e-05
PB.5082.4	0	1	1.75	0.0	1.88965188833e-06	3.30689080458e-06
PB.3490.1	1	2	2	1.88965188833e-06	3.77930377666e-06	3.77930377666e-06
PB.4876.1	1	1	1	1.88965188833e-06	1.88965188833e-06	1.88965188833e-06
PB.4876.2	1	2	2	1.88965188833e-06	3.77930377666e-06	3.77930377666e-06
PB.5584.1	0	2	2	0.0	3.77930377666e-06	3.77930377666e-06
PB.4279.4	0	1	2.66666666667	0.0	1.88965188833e-06	5.03907170221e-06
PB.4625.4	0	0	0.4	0.0	0.0	7.55860755332e-07
PB.4279.1	54	82	95.8333333333	0.00010204120197	0.000154951454843	0.000181091639298
