pbid	count_fl	count_nfl	count_nfl_amb	abundance_fl	abundance_nfl	abundance_nfl_amb
PB.3246.1	8	15	15	1.39425774946e-05	2.61423328024e-05	2.61423328024e-05
PB.5381.2	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.6557.1	5	8	8.5	8.71411093412e-06	1.39425774946e-05	1.4813988588e-05
PB.7739.7	6	6	10.8666666667	1.04569331209e-05	1.04569331209e-05	1.89386677635e-05
PB.5381.1	2	2	2	3.48564437365e-06	3.48564437365e-06	3.48564437365e-06
PB.7739.1	9	17	20.1166666667	1.56853996814e-05	2.9627977176e-05	3.50597729916e-05
PB.7739.3	0	0	0.416666666667	0.0	0.0	7.26175911176e-07
PB.7739.2	1	2	2.95	1.74282218682e-06	3.48564437365e-06	5.14132545113e-06
PB.54.5	1	2	3.56666666667	1.74282218682e-06	3.48564437365e-06	6.21606579967e-06
PB.6318.1	7	13	13.3333333333	1.21997553078e-05	2.26566884287e-05	2.32376291576e-05
PB.2028.1	2	7	8.0	3.48564437365e-06	1.21997553078e-05	1.39425774946e-05
PB.7584.1	0	3	5.5	0.0	5.22846656047e-06	9.58552202753e-06
PB.3695.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.5791.3	1	1	1.5	1.74282218682e-06	1.74282218682e-06	2.61423328024e-06
PB.1988.2	0	0	2.0	0.0	0.0	3.48564437365e-06
PB.752.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.6214.1	9	18	20.0	1.56853996814e-05	3.13707993628e-05	3.48564437365e-05
PB.5283.9	1	1	1.91071428571	1.74282218682e-06	1.74282218682e-06	3.33003524982e-06
PB.2732.3	0	0	6.48333333333	0.0	0.0	1.12992971779e-05
PB.2732.2	0	1	2.9	0.0	1.74282218682e-06	5.05418434179e-06
PB.2732.5	1	3	11.4833333333	1.74282218682e-06	5.22846656047e-06	2.0013408112e-05
PB.1783.10	0	0	0.25	0.0	0.0	4.35705546706e-07
PB.5283.8	0	0	0.910714285714	0.0	0.0	1.587213063e-06
PB.6124.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.6124.1	0	1	1.5	0.0	1.74282218682e-06	2.61423328024e-06
PB.3330.3	5	6	7.29563492063	8.71411093412e-06	1.04569331209e-05	1.27149944066e-05
PB.213.4	1	2	5.25	1.74282218682e-06	3.48564437365e-06	9.14981648082e-06
PB.1207.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.503.1	16	17	18.5	2.78851549892e-05	2.9627977176e-05	3.22422104562e-05
PB.503.2	1	1	2.5	1.74282218682e-06	1.74282218682e-06	4.35705546706e-06
PB.412.2	0	1	2.5	0.0	1.74282218682e-06	4.35705546706e-06
PB.412.1	5	7	8.0	8.71411093412e-06	1.21997553078e-05	1.39425774946e-05
PB.4802.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.5922.1	12	16	19.3333333333	2.09138662419e-05	2.78851549892e-05	3.36945622786e-05
PB.5922.3	1	1	1.83333333333	1.74282218682e-06	1.74282218682e-06	3.19517400918e-06
PB.5389.1	18	23	23.5	3.13707993628e-05	4.00849102969e-05	4.09563213904e-05
PB.2920.1	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.6612.1	5	7	9.0	8.71411093412e-06	1.21997553078e-05	1.56853996814e-05
PB.142.2	3	3	24.3297619048	5.22846656047e-06	5.22846656047e-06	4.24024488478e-05
PB.3330.4	1	2	4.18333333333	1.74282218682e-06	3.48564437365e-06	7.29080614821e-06
PB.4566.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.3153.2	2	3	5.0	3.48564437365e-06	5.22846656047e-06	8.71411093412e-06
PB.3153.1	2	6	8.0	3.48564437365e-06	1.04569331209e-05	1.39425774946e-05
PB.1644.3	5	7	10.2011904762	8.71411093412e-06	1.21997553078e-05	1.77788610939e-05
PB.5441.5	4	9	10.45	6.97128874729e-06	1.56853996814e-05	1.82124918523e-05
PB.5283.1	3	7	11.3035714286	5.22846656047e-06	1.21997553078e-05	1.97001150761e-05
PB.4951.2	0	0	0.920634920635	0.0	0.0	1.60450296565e-06
PB.5441.1	1	1	1.45	1.74282218682e-06	1.74282218682e-06	2.52709217089e-06
PB.5441.3	0	1	1.2	0.0	1.74282218682e-06	2.09138662419e-06
PB.5441.2	0	0	0.95	0.0	0.0	1.65568107748e-06
PB.4827.2	0	0	1.33333333333	0.0	0.0	2.32376291576e-06
PB.5002.1	4	6	6	6.97128874729e-06	1.04569331209e-05	1.04569331209e-05
PB.7822.2	0	0	2.0	0.0	0.0	3.48564437365e-06
PB.6404.2	1	1	2.5	1.74282218682e-06	1.74282218682e-06	4.35705546706e-06
PB.7611.1	8	22	22	1.39425774946e-05	3.83420881101e-05	3.83420881101e-05
PB.1988.1	5	9	11.5	8.71411093412e-06	1.56853996814e-05	2.00424551485e-05
PB.417.1	2	4	4.5	3.48564437365e-06	6.97128874729e-06	7.84269984071e-06
PB.1686.1	1	13	18.0833333333	1.74282218682e-06	2.26566884287e-05	3.15160345451e-05
PB.4173.3	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.6736.1	3	4	8.0	5.22846656047e-06	6.97128874729e-06	1.39425774946e-05
PB.2267.2	0	0	1.95119047619	0.0	0.0	3.40057805262e-06
PB.6736.3	2	3	7.0	3.48564437365e-06	5.22846656047e-06	1.21997553078e-05
PB.6736.2	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.4295.2	4	4	5.5	6.97128874729e-06	6.97128874729e-06	9.58552202753e-06
PB.4295.1	3	6	7.5	5.22846656047e-06	1.04569331209e-05	1.30711664012e-05
PB.1037.1	2	5	5	3.48564437365e-06	8.71411093412e-06	8.71411093412e-06
PB.2988.1	3	4	4	5.22846656047e-06	6.97128874729e-06	6.97128874729e-06
PB.1722.1	2	5	5	3.48564437365e-06	8.71411093412e-06	8.71411093412e-06
PB.4625.5	0	0	1.33333333333	0.0	0.0	2.32376291576e-06
PB.624.2	0	0	7.33333333333	0.0	0.0	1.27806960367e-05
PB.4786.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2665.3	0	0	0.666666666667	0.0	0.0	1.16188145788e-06
PB.624.3	1	4	4	1.74282218682e-06	6.97128874729e-06	6.97128874729e-06
PB.7163.1	1	6	6	1.74282218682e-06	1.04569331209e-05	1.04569331209e-05
PB.7411.1	7	8	8.5	1.21997553078e-05	1.39425774946e-05	1.4813988588e-05
PB.4277.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.624.1	43	67	74.3333333333	7.49413540334e-05	0.000116769086517	0.000129549782554
PB.2669.1	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.3496.1	18	25	25	3.13707993628e-05	4.35705546706e-05	4.35705546706e-05
PB.2513.1	60	72	85.75	0.000104569331209	0.000125483197451	0.00014944700252
PB.3143.1	4	5	5	6.97128874729e-06	8.71411093412e-06	8.71411093412e-06
PB.2339.3	0	0	1.08333333333	0.0	0.0	1.88805736906e-06
PB.3472.1	6	7	7	1.04569331209e-05	1.21997553078e-05	1.21997553078e-05
PB.4939.1	3	4	4	5.22846656047e-06	6.97128874729e-06	6.97128874729e-06
PB.2294.1	4	5	5	6.97128874729e-06	8.71411093412e-06	8.71411093412e-06
PB.5469.1	1	6	6	1.74282218682e-06	1.04569331209e-05	1.04569331209e-05
PB.1392.1	8	14	14	1.39425774946e-05	2.43995106155e-05	2.43995106155e-05
PB.1890.22	4	6	13.5404761905	6.97128874729e-06	1.04569331209e-05	2.35986423249e-05
PB.1890.23	0	1	3.36666666667	0.0	1.74282218682e-06	5.86750136231e-06
PB.1890.20	1	1	2.35238095238	1.74282218682e-06	1.74282218682e-06	4.09978171567e-06
PB.3904.4	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.1890.26	1	2	3.89285714286	1.74282218682e-06	3.48564437365e-06	6.78455779871e-06
PB.1890.24	1	3	14.9726190476	1.74282218682e-06	5.22846656047e-06	2.6094612671e-05
PB.7619.1	4	7	7	6.97128874729e-06	1.21997553078e-05	1.21997553078e-05
PB.2149.13	0	1	1.5	0.0	1.74282218682e-06	2.61423328024e-06
PB.3160.1	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.213.1	0	1	1.25	0.0	1.74282218682e-06	2.17852773353e-06
PB.4203.2	18	27	34.8523809524	3.13707993628e-05	4.70561990442e-05	6.07415027874e-05
PB.4203.3	2	2	5.76904761905	3.48564437365e-06	3.48564437365e-06	1.00544241873e-05
PB.3180.1	6	9	9	1.04569331209e-05	1.56853996814e-05	1.56853996814e-05
PB.4203.1	0	1	4.85238095238	0.0	1.74282218682e-06	8.45683718273e-06
PB.7605.1	8	9	9	1.39425774946e-05	1.56853996814e-05	1.56853996814e-05
PB.4203.4	1	1	5.23571428571	1.74282218682e-06	1.74282218682e-06	9.12491902101e-06
PB.4203.5	0	0	2.65238095238	0.0	0.0	4.62262837172e-06
PB.1648.6	0	0	0.985714285714	0.0	0.0	1.71792472701e-06
PB.1505.1	4	7	9.5	6.97128874729e-06	1.21997553078e-05	1.65568107748e-05
PB.1505.2	7	8	10.5	1.21997553078e-05	1.39425774946e-05	1.82996329616e-05
PB.1505.3	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.3330.9	0	3	3.50952380952	0.0	5.22846656047e-06	6.11647596042e-06
PB.213.2	0	0	0.666666666667	0.0	0.0	1.16188145788e-06
PB.1648.4	0	0	0.2	0.0	0.0	3.48564437365e-07
PB.4336.1	2	3	3	3.48564437365e-06	5.22846656047e-06	5.22846656047e-06
PB.2843.5	4	10	12.8666666667	6.97128874729e-06	1.74282218682e-05	2.24243121371e-05
PB.6613.3	0	0	0.25	0.0	0.0	4.35705546706e-07
PB.6613.2	0	0	0.25	0.0	0.0	4.35705546706e-07
PB.6613.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.7572.1	8	11	11	1.39425774946e-05	1.91710440551e-05	1.91710440551e-05
PB.7333.3	0	0	3.05	0.0	0.0	5.31560766981e-06
PB.7333.2	0	0	3.08333333333	0.0	0.0	5.37370174271e-06
PB.7333.1	3	3	6.53333333333	5.22846656047e-06	5.22846656047e-06	1.13864382872e-05
PB.7333.5	2	7	12.5333333333	3.48564437365e-06	1.21997553078e-05	2.18433714082e-05
PB.7333.4	4	5	9.7	6.97128874729e-06	8.71411093412e-06	1.69053752122e-05
PB.3248.3	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.7092.1	0	23	26.0	0.0	4.00849102969e-05	4.53133768574e-05
PB.2511.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.2954.3	0	1	2.33333333333	0.0	1.74282218682e-06	4.06658510259e-06
PB.2954.2	6	8	10.8333333333	1.04569331209e-05	1.39425774946e-05	1.88805736906e-05
PB.2954.1	0	6	9.83333333333	0.0	1.04569331209e-05	1.71377515038e-05
PB.5131.1	24	40	62.5166666667	4.18277324838e-05	6.97128874729e-05	0.000108955433713
PB.2027.1	5	6	10.0	8.71411093412e-06	1.04569331209e-05	1.74282218682e-05
PB.3529.1	25	53	56.5	4.35705546706e-05	9.23695759016e-05	9.84694535555e-05
PB.3529.2	0	0	3.0	0.0	0.0	5.22846656047e-06
PB.4884.2	1	1	4.0	1.74282218682e-06	1.74282218682e-06	6.97128874729e-06
PB.4884.1	5	7	10.0	8.71411093412e-06	1.21997553078e-05	1.74282218682e-05
PB.5647.2	8	8	11.0	1.39425774946e-05	1.39425774946e-05	1.91710440551e-05
PB.6301.2	0	1	3.0	0.0	1.74282218682e-06	5.22846656047e-06
PB.2263.3	0	0	0.333333333333	0.0	0.0	5.80940728941e-07
PB.6306.1	2	2	2	3.48564437365e-06	3.48564437365e-06	3.48564437365e-06
PB.6306.2	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.3954.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.5131.4	3	3	10.0166666667	5.22846656047e-06	5.22846656047e-06	1.74572689047e-05
PB.4366.1	33	46	48.5	5.75131321652e-05	8.01698205939e-05	8.45268760609e-05
PB.4366.2	1	3	5.0	1.74282218682e-06	5.22846656047e-06	8.71411093412e-06
PB.2263.1	8	17	19.3333333333	1.39425774946e-05	2.9627977176e-05	3.36945622786e-05
PB.273.2	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.273.3	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.621.3	0	0	0.333333333333	0.0	0.0	5.80940728941e-07
PB.1205.1	0	3	3	0.0	5.22846656047e-06	5.22846656047e-06
PB.1295.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.2483.1	0	0	1.5	0.0	0.0	2.61423328024e-06
PB.5287.1	0	1	1.5	0.0	1.74282218682e-06	2.61423328024e-06
PB.6603.1	10	12	16.3333333333	1.74282218682e-05	2.09138662419e-05	2.84660957181e-05
PB.6603.2	0	0	1.66666666667	0.0	0.0	2.90470364471e-06
PB.5287.2	2	2	2.5	3.48564437365e-06	3.48564437365e-06	4.35705546706e-06
PB.2673.1	2	2	2.5	3.48564437365e-06	3.48564437365e-06	4.35705546706e-06
PB.2673.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.620.2	62	67	75.8833333333	0.000108054975583	0.000116769086517	0.000132251156943
PB.7491.1	151	212	220.0	0.00026316615021	0.000369478303607	0.000383420881101
PB.7491.2	2	2	9.5	3.48564437365e-06	3.48564437365e-06	1.65568107748e-05
PB.620.1	3	21	31.3	5.22846656047e-06	3.65992659233e-05	5.45503344476e-05
PB.1769.1	4	7	10.0	6.97128874729e-06	1.21997553078e-05	1.74282218682e-05
PB.620.4	1	1	4.3	1.74282218682e-06	1.74282218682e-06	7.49413540334e-06
PB.6261.1	1	6	8.5	1.74282218682e-06	1.04569331209e-05	1.4813988588e-05
PB.1996.4	1	2	3.36666666667	1.74282218682e-06	3.48564437365e-06	5.86750136231e-06
PB.1996.5	1	1	1.2	1.74282218682e-06	1.74282218682e-06	2.09138662419e-06
PB.5752.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.1996.1	1	1	1.2	1.74282218682e-06	1.74282218682e-06	2.09138662419e-06
PB.1996.2	3	3	3.86666666667	5.22846656047e-06	5.22846656047e-06	6.73891245572e-06
PB.1996.3	6	6	7.36666666667	1.04569331209e-05	1.04569331209e-05	1.28387901096e-05
PB.2760.1	17	23	28.6	2.9627977176e-05	4.00849102969e-05	4.98447145432e-05
PB.5263.1	1	1	1.5	1.74282218682e-06	1.74282218682e-06	2.61423328024e-06
PB.3448.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2760.4	1	1	2.1	1.74282218682e-06	1.74282218682e-06	3.65992659233e-06
PB.4837.3	1	1	2.33333333333	1.74282218682e-06	1.74282218682e-06	4.06658510259e-06
PB.6699.5	1	1	3.20952380952	1.74282218682e-06	1.74282218682e-06	5.59362930438e-06
PB.6699.4	1	1	1.50952380952	1.74282218682e-06	1.74282218682e-06	2.63083158678e-06
PB.6699.7	0	0	1.25	0.0	0.0	2.17852773353e-06
PB.6699.6	1	1	2.56666666667	1.74282218682e-06	1.74282218682e-06	4.47324361285e-06
PB.6699.1	62	78	86.0428571429	0.000108054975583	0.000135940130572	0.000149957400446
PB.600.1	0	0	0.333333333333	0.0	0.0	5.80940728941e-07
PB.4310.1	21	35	35	3.65992659233e-05	6.09987765388e-05	6.09987765388e-05
PB.6699.2	3	3	10.1261904762	5.22846656047e-06	5.22846656047e-06	1.76481494299e-05
PB.5322.2	4	5	11.0	6.97128874729e-06	8.71411093412e-06	1.91710440551e-05
PB.5322.1	0	3	9.0	0.0	5.22846656047e-06	1.56853996814e-05
PB.2778.5	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.6699.8	0	0	4.16666666667	0.0	0.0	7.26175911176e-06
PB.5970.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.996.2	2	2	6.87619047619	3.48564437365e-06	3.48564437365e-06	1.19839773227e-05
PB.5069.2	1	2	4.5	1.74282218682e-06	3.48564437365e-06	7.84269984071e-06
PB.996.3	3	5	14.5595238095	5.22846656047e-06	8.71411093412e-06	2.53746611248e-05
PB.2148.8	0	0	0.2	0.0	0.0	3.48564437365e-07
PB.6447.1	25	36	42.7166666667	4.35705546706e-05	6.27415987256e-05	7.44475544138e-05
PB.3294.1	7	11	11	1.21997553078e-05	1.91710440551e-05	1.91710440551e-05
PB.1355.1	2	2	2.5	3.48564437365e-06	3.48564437365e-06	4.35705546706e-06
PB.1607.3	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.5950.1	2	3	3	3.48564437365e-06	5.22846656047e-06	5.22846656047e-06
PB.5769.1	0	3	3	0.0	5.22846656047e-06	5.22846656047e-06
PB.6324.1	4	5	5	6.97128874729e-06	8.71411093412e-06	8.71411093412e-06
PB.5297.1	2	3	3.16666666667	3.48564437365e-06	5.22846656047e-06	5.51893692494e-06
PB.817.2	1	1	2.0	1.74282218682e-06	1.74282218682e-06	3.48564437365e-06
PB.4318.1	1	2	2.58333333333	1.74282218682e-06	3.48564437365e-06	4.50229064929e-06
PB.817.1	15	21	22.0	2.61423328024e-05	3.65992659233e-05	3.83420881101e-05
PB.1716.6	1	4	7.43333333333	1.74282218682e-06	6.97128874729e-06	1.29549782554e-05
PB.5560.2	3	4	7.0	5.22846656047e-06	6.97128874729e-06	1.21997553078e-05
PB.1716.4	3	6	14.8333333333	5.22846656047e-06	1.04569331209e-05	2.58518624379e-05
PB.1716.5	0	0	5.76666666667	0.0	0.0	1.00502746107e-05
PB.1716.2	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.3049.2	1	1	1.5	1.74282218682e-06	1.74282218682e-06	2.61423328024e-06
PB.3049.1	3	4	4.5	5.22846656047e-06	6.97128874729e-06	7.84269984071e-06
PB.1716.1	83	87	101.1	0.000144654241506	0.000151625530254	0.000176199323088
PB.833.1	7	7	10.5	1.21997553078e-05	1.21997553078e-05	1.82996329616e-05
PB.833.2	1	1	3.33333333333	1.74282218682e-06	1.74282218682e-06	5.80940728941e-06
PB.2748.1	3	6	6	5.22846656047e-06	1.04569331209e-05	1.04569331209e-05
PB.5111.1	1	5	7.0	1.74282218682e-06	8.71411093412e-06	1.21997553078e-05
PB.1716.8	1	1	2.41666666667	1.74282218682e-06	1.74282218682e-06	4.21182028482e-06
PB.2515.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2538.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.452.3	0	0	2.08333333333	0.0	0.0	3.63087955588e-06
PB.452.2	7	8	10.8333333333	1.21997553078e-05	1.39425774946e-05	1.88805736906e-05
PB.3533.5	0	0	2.5	0.0	0.0	4.35705546706e-06
PB.3533.4	0	0	3.0	0.0	0.0	5.22846656047e-06
PB.7254.3	16	17	21.1666666667	2.78851549892e-05	2.9627977176e-05	3.68897362878e-05
PB.1868.4	161	183	211.933333333	0.000280594372079	0.000318936460189	0.000369362115461
PB.7254.1	9	10	15.6666666667	1.56853996814e-05	1.74282218682e-05	2.73042142602e-05
PB.3533.2	1	1	2.75	1.74282218682e-06	1.74282218682e-06	4.79276101376e-06
PB.5958.1	1	6	6	1.74282218682e-06	1.04569331209e-05	1.04569331209e-05
PB.5761.1	1	4	4	1.74282218682e-06	6.97128874729e-06	6.97128874729e-06
PB.5761.2	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.51.2	1	3	4.33333333333	1.74282218682e-06	5.22846656047e-06	7.55222947624e-06
PB.1946.1	17	25	25	2.9627977176e-05	4.35705546706e-05	4.35705546706e-05
PB.3964.1	1	10	10	1.74282218682e-06	1.74282218682e-05	1.74282218682e-05
PB.5822.1	3	4	6.5	5.22846656047e-06	6.97128874729e-06	1.13283442144e-05
PB.2875.1	4	4	4	6.97128874729e-06	6.97128874729e-06	6.97128874729e-06
PB.3420.1	31	42	42	5.40274877915e-05	7.31985318466e-05	7.31985318466e-05
PB.615.2	0	1	3.16666666667	0.0	1.74282218682e-06	5.51893692494e-06
PB.3330.2	2	3	4.28968253968	3.48564437365e-06	5.22846656047e-06	7.47615390459e-06
PB.3737.1	2	2	2	3.48564437365e-06	3.48564437365e-06	3.48564437365e-06
PB.615.1	9	21	23.1666666667	1.56853996814e-05	3.65992659233e-05	4.03753806614e-05
PB.4706.1	3	6	6	5.22846656047e-06	1.04569331209e-05	1.04569331209e-05
PB.5781.2	0	0	1.5	0.0	0.0	2.61423328024e-06
PB.4937.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.5781.1	2	19	20.5	3.48564437365e-06	3.31136215496e-05	3.57278548299e-05
PB.3713.1	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.1120.4	1	1	1.33333333333	1.74282218682e-06	1.74282218682e-06	2.32376291576e-06
PB.1341.1	1	1	5.0	1.74282218682e-06	1.74282218682e-06	8.71411093412e-06
PB.6031.1	0	3	5.66666666667	0.0	5.22846656047e-06	9.875992392e-06
PB.6031.3	1	2	4.0	1.74282218682e-06	3.48564437365e-06	6.97128874729e-06
PB.6031.2	1	4	6.5	1.74282218682e-06	6.97128874729e-06	1.13283442144e-05
PB.6883.3	0	2	3.5	0.0	3.48564437365e-06	6.09987765388e-06
PB.2023.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.2403.2	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.918.1	11	13	13	1.91710440551e-05	2.26566884287e-05	2.26566884287e-05
PB.7431.1	2	12	12	3.48564437365e-06	2.09138662419e-05	2.09138662419e-05
PB.5207.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.212.6	0	0	0.842857142857	0.0	0.0	1.46895012889e-06
PB.5669.1	10	18	22.0	1.74282218682e-05	3.13707993628e-05	3.83420881101e-05
PB.1545.2	0	1	4.86666666667	0.0	1.74282218682e-06	8.48173464254e-06
PB.5669.2	2	3	7.0	3.48564437365e-06	5.22846656047e-06	1.21997553078e-05
PB.3330.8	6	18	20.4345238095	1.04569331209e-05	3.13707993628e-05	3.56137414724e-05
PB.3781.2	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.7569.5	2	2	4.0	3.48564437365e-06	3.48564437365e-06	6.97128874729e-06
PB.7274.1	1	1	1.5	1.74282218682e-06	1.74282218682e-06	2.61423328024e-06
PB.1545.4	1	4	5.28333333333	1.74282218682e-06	6.97128874729e-06	9.20791055372e-06
PB.7274.3	1	1	1.83333333333	1.74282218682e-06	1.74282218682e-06	3.19517400918e-06
PB.7274.2	1	1	1.83333333333	1.74282218682e-06	1.74282218682e-06	3.19517400918e-06
PB.7274.4	2	2	2.83333333333	3.48564437365e-06	3.48564437365e-06	4.937996196e-06
PB.4755.1	0	2	2	0.0	3.48564437365e-06	3.48564437365e-06
PB.5925.2	0	2	18.7	0.0	3.48564437365e-06	3.25907748936e-05
PB.4222.1	1	1	1.66666666667	1.74282218682e-06	1.74282218682e-06	2.90470364471e-06
PB.1268.1	2	6	7.0	3.48564437365e-06	1.04569331209e-05	1.21997553078e-05
PB.7357.1	15	33	35.5	2.61423328024e-05	5.75131321652e-05	6.18701876322e-05
PB.572.1	5	6	7.5	8.71411093412e-06	1.04569331209e-05	1.30711664012e-05
PB.7357.2	0	0	2.0	0.0	0.0	3.48564437365e-06
PB.7441.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.5454.1	5	8	8	8.71411093412e-06	1.39425774946e-05	1.39425774946e-05
PB.2049.1	2	3	3	3.48564437365e-06	5.22846656047e-06	5.22846656047e-06
PB.79.1	6	9	9	1.04569331209e-05	1.56853996814e-05	1.56853996814e-05
PB.97.2	15	24	29.8333333333	2.61423328024e-05	4.18277324838e-05	5.19941952402e-05
PB.6240.2	0	0	0.666666666667	0.0	0.0	1.16188145788e-06
PB.1263.1	19	53	53.3333333333	3.31136215496e-05	9.23695759016e-05	9.29505166306e-05
PB.3408.1	0	2	3.5	0.0	3.48564437365e-06	6.09987765388e-06
PB.1970.1	7	9	9	1.21997553078e-05	1.56853996814e-05	1.56853996814e-05
PB.6685.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.5481.1	1	5	6.41666666667	1.74282218682e-06	8.71411093412e-06	1.11831090321e-05
PB.3678.4	0	1	1.75	0.0	1.74282218682e-06	3.04993882694e-06
PB.6928.4	8	9	15.5	1.39425774946e-05	1.56853996814e-05	2.70137438958e-05
PB.7378.1	1	5	5	1.74282218682e-06	8.71411093412e-06	8.71411093412e-06
PB.6928.2	2	3	7.33333333333	3.48564437365e-06	5.22846656047e-06	1.27806960367e-05
PB.6928.3	15	17	25.1666666667	2.61423328024e-05	2.9627977176e-05	4.38610250351e-05
PB.3678.3	0	4	5.25	0.0	6.97128874729e-06	9.14981648082e-06
PB.6928.1	1	4	6.0	1.74282218682e-06	6.97128874729e-06	1.04569331209e-05
PB.7441.1	9	11	11.5	1.56853996814e-05	1.91710440551e-05	2.00424551485e-05
PB.4420.1	0	3	6.5	0.0	5.22846656047e-06	1.13283442144e-05
PB.4420.2	8	9	12.5	1.39425774946e-05	1.56853996814e-05	2.17852773353e-05
PB.2970.5	1	1	2.08333333333	1.74282218682e-06	1.74282218682e-06	3.63087955588e-06
PB.5164.1	0	1	2.33333333333	0.0	1.74282218682e-06	4.06658510259e-06
PB.7178.4	1	1	3.83333333333	1.74282218682e-06	1.74282218682e-06	6.68081838282e-06
PB.7178.5	2	2	2.33333333333	3.48564437365e-06	3.48564437365e-06	4.06658510259e-06
PB.1193.1	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.7178.3	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.7178.1	167	256	274.0	0.0002910513052	0.000446162479827	0.00047753327919
PB.4440.1	1	3	3	1.74282218682e-06	5.22846656047e-06	5.22846656047e-06
PB.6095.2	0	0	1.5	0.0	0.0	2.61423328024e-06
PB.7699.6	1	9	16.5333333333	1.74282218682e-06	1.56853996814e-05	2.88146601555e-05
PB.217.1	1	8	10.3333333333	1.74282218682e-06	1.39425774946e-05	1.80091625972e-05
PB.217.2	3	7	11.8333333333	5.22846656047e-06	1.21997553078e-05	2.06233958774e-05
PB.3335.2	1	1	1.91666666667	1.74282218682e-06	1.74282218682e-06	3.34040919141e-06
PB.741.4	2	2	13.1	3.48564437365e-06	3.48564437365e-06	2.28309706474e-05
PB.3335.4	1	1	1.91666666667	1.74282218682e-06	1.74282218682e-06	3.34040919141e-06
PB.741.6	1	7	25.5833333333	1.74282218682e-06	1.21997553078e-05	4.45872009462e-05
PB.7699.1	51	53	60.1333333333	8.8883931528e-05	9.23695759016e-05	0.000104801707501
PB.1323.2	0	7	12.5	0.0	1.21997553078e-05	2.17852773353e-05
PB.1323.3	0	0	4.0	0.0	0.0	6.97128874729e-06
PB.1323.1	5	15	22.5	8.71411093412e-06	2.61423328024e-05	3.92134992035e-05
PB.2970.4	1	1	1.5	1.74282218682e-06	1.74282218682e-06	2.61423328024e-06
PB.6131.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.5900.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.2391.1	1	6	6	1.74282218682e-06	1.04569331209e-05	1.04569331209e-05
PB.354.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2502.1	6	8	8	1.04569331209e-05	1.39425774946e-05	1.39425774946e-05
